# ===== Aggregated and Sorted Prefixes =====
# Overall unique blocked IPs -> IPv4: 37,857,536 ; IPv6: 0
# Total output prefixes: 2623
#
38.211.80.0/20  
81.92.200.0/22  
# --- ISP: 16 COLLYER QUAY # 18-29 INCOME AT RAFFLES | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
101.33.12.0/22       # 16 COLLYER QUAY # 18-29 INCOME AT RAFFLES
199.98.0.0/15        # PSINet, Inc.
199.100.0.0/16       # PSINet, Inc.
204.4.0.0/14         # PSINet, Inc.
204.217.0.0/16       # PSINet, Inc.
204.240.0.0/14       # PSINet, Inc.
206.0.0.0/15         # PSINet, Inc.
206.3.128.0/17       # PSINet, Inc.
206.4.0.0/14         # PSINet, Inc.
206.232.0.0/14       # PSINet, Inc.

# --- ISP: PT Multi Teknologi Telematika | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
38.246.88.0/21       # PT Multi Teknologi Telematika

# --- ISP: PureVoltage Hosting Inc. | prefixes: 13 | IPv4 addrs: 12,544 | IPv6 addrs: 0 ---
23.147.0.0/24        # PureVoltage Hosting Inc.
23.156.136.0/24      # PureVoltage Hosting Inc.
45.147.232.0/22      # PureVoltage Hosting Inc.
104.218.96.0/22      # PureVoltage Hosting Inc.
104.218.100.0/24     # PureVoltage Hosting Inc.
104.218.102.0/23     # PureVoltage Hosting Inc.
162.249.168.0/21     # PureVoltage Hosting Inc.
169.197.80.0/20      # PureVoltage Hosting Inc.
192.169.44.0/22      # PureVoltage Hosting Inc.
193.142.36.0/22      # PureVoltage Hosting Inc.
198.45.115.0/24      # PureVoltage Hosting Inc.
207.174.24.0/23      # PureVoltage Hosting Inc.
207.174.26.0/24      # PureVoltage Hosting Inc.

# --- ISP: PV-SL-HOSTED-Sao-Paulo-Network | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
143.223.99.0/24      # PV-SL-HOSTED-Sao-Paulo-Network

# --- ISP: Qualitynetwork OU | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
45.80.104.0/23       # Qualitynetwork OU

# --- ISP: Quasar LLC | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
89.191.232.0/24      # Quasar LLC

# --- ISP: Rackdog, LLC | prefixes: 3 | IPv4 addrs: 196,608 | IPv6 addrs: 0 ---
198.67.0.0/16        # Rackdog, LLC
204.120.0.0/16       # Rackdog, LLC

# --- ISP: RACKDOG, LLC | prefixes: 1 | IPv4 addrs: 8,192 | IPv6 addrs: 0 ---
205.161.64.0/19      # RACKDOG, LLC

# --- ISP: Rackdog, LLC | prefixes: 3 | IPv4 addrs: 196,608 | IPv6 addrs: 0 ---
206.160.0.0/16       # Rackdog, LLC

# --- ISP: Ramadah Pty Ltd | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.118.0/24      # Ramadah Pty Ltd

# --- ISP: Ramya Group of Websites | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.80.0/24       # Ramya Group of Websites

# --- ISP: Ransom IT Auckland Services | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
163.47.21.0/24       # Ransom IT Auckland Services

# --- ISP: Ransom IT Infrastructure | prefixes: 3 | IPv4 addrs: 1,792 | IPv6 addrs: 0 ---
144.48.36.0/22       # Ransom IT Infrastructure
180.149.228.0/23     # Ransom IT Infrastructure
180.149.230.0/24     # Ransom IT Infrastructure

# --- ISP: Ransom IT Melbourne VPS Services | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
163.47.16.0/24       # Ransom IT Melbourne VPS Services

# --- ISP: Ransom IT Sydney Services | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
163.47.20.0/24       # Ransom IT Sydney Services

# --- ISP: Ransom IT Sydney VPS Services | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
163.47.17.0/24       # Ransom IT Sydney VPS Services

# --- ISP: Ransom IT Trust | prefixes: 3 | IPv4 addrs: 768 | IPv6 addrs: 0 ---
45.125.247.0/24      # Ransom IT Trust
103.194.115.0/24     # Ransom IT Trust
103.214.20.0/24      # Ransom IT Trust

# --- ISP: Ransom IT VPS Hosting | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
103.25.56.0/22       # Ransom IT VPS Hosting

# --- ISP: RCO Consultants/Communications Inter-Acces | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
199.84.216.0/21      # RCO Consultants/Communications Inter-Acces

# --- ISP: RCS Technologies FZE LLC | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.73.35.0/24       # RCS Technologies FZE LLC

# --- ISP: READYDEDIS LLC | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.150.31.0/24      # READYDEDIS LLC

# --- ISP: Real Telco Amsterdam | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
77.232.200.0/22      # Real Telco Amsterdam

# --- ISP: Real Telco London | prefixes: 3 | IPv4 addrs: 5,120 | IPv6 addrs: 0 ---
77.232.208.0/21      # Real Telco London
77.232.220.0/22      # Real Telco London
193.36.192.0/21      # Real Telco London

# --- ISP: Real Telco Singapore | prefixes: 1 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
77.36.96.0/20        # Real Telco Singapore

# --- ISP: Real Time Cloud Services, LLC | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
38.15.184.0/21       # Real Time Cloud Services, LLC

# --- ISP: ReBuild Soft | prefixes: 4 | IPv4 addrs: 6,144 | IPv6 addrs: 0 ---
5.157.168.0/22       # ReBuild Soft
5.157.228.0/22       # ReBuild Soft
5.157.248.0/21       # ReBuild Soft
77.36.40.0/21        # ReBuild Soft

# --- ISP: Redius Communications Limited | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
102.177.183.0/24     # Redius Communications Limited

# --- ISP: Rexton Enterprise Group, Inc. | prefixes: 2 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
88.218.196.0/22      # Rexton Enterprise Group, Inc.
193.135.220.0/22     # Rexton Enterprise Group, Inc.

# --- ISP: RIA Infosolutions Private Limited | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.247.151.0/24     # RIA Infosolutions Private Limited

# --- ISP: Riven | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.159.160.0/24      # Riven

# --- ISP: RiverStreet Networks | prefixes: 1 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
71.19.192.0/20       # RiverStreet Networks

# --- ISP: RM 1607E 16/F HANG PONT COMM,BLDG 31 TONKIN STCHEUNG SHA | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.103.246.0/24     # RM 1607E 16/F HANG PONT COMM,BLDG 31 TONKIN STCHEUNG SHA

# --- ISP: Rodriguez, Steve | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
198.44.139.0/24      # Rodriguez, Steve

# --- ISP: RoSite Equipment SRL | prefixes: 2 | IPv4 addrs: 1,536 | IPv6 addrs: 0 ---
5.157.160.0/22       # RoSite Equipment SRL
146.66.212.0/23      # RoSite Equipment SRL

# --- ISP: RW IPXO | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
218.33.112.0/21      # RW IPXO

# --- ISP: Sachin Lari | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.79.0/24       # Sachin Lari

# --- ISP: SAH BITE LTD | prefixes: 2 | IPv4 addrs: 32,768 | IPv6 addrs: 0 ---
38.244.64.0/18       # SAH BITE LTD
154.44.64.0/18       # SAH BITE LTD

# --- ISP: Samba Media | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
104.253.167.0/24     # Samba Media

# --- ISP: SC Media sp. z o.o. sp. k. | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
154.21.132.0/22      # SC Media sp. z o.o. sp. k.

# --- ISP: SC TECHNOLOGICAL SRL | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
176.118.80.0/21      # SC TECHNOLOGICAL SRL

# --- ISP: Scientech,Inc. | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
198.60.88.0/22       # Scientech,Inc.

# --- ISP: Secure Internet LLC | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
104.243.240.0/24     # Secure Internet LLC

# --- ISP: Secure Internet LLC BA | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
104.250.169.0/24     # Secure Internet LLC BA

# --- ISP: Securebit AG | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
109.61.109.0/24      # Securebit AG

# --- ISP: Segna Technologies | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
93.120.124.0/22      # Segna Technologies

# --- ISP: Serverio technologijos MB | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
109.172.92.0/22      # Serverio technologijos MB

# --- ISP: SFrame | prefixes: 3 | IPv4 addrs: 768 | IPv6 addrs: 0 ---
104.254.57.0/24      # SFrame
104.254.58.0/24      # SFrame
172.97.69.0/24       # SFrame

# --- ISP: Shanghai Kuanhui Tech. Co.,ltd | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
103.6.228.0/22       # Shanghai Kuanhui Tech. Co.,ltd

# --- ISP: shaoxiao | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
198.44.129.0/24      # shaoxiao

# --- ISP: SharePolicy LLC | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
140.235.168.0/22     # SharePolicy LLC

# --- ISP: SHARP-NETWORK | prefixes: 5 | IPv4 addrs: 8,192 | IPv6 addrs: 0 ---
64.43.80.0/21        # SHARP-NETWORK
77.36.32.0/22        # SHARP-NETWORK
77.36.92.0/22        # SHARP-NETWORK
188.74.216.0/21      # SHARP-NETWORK
188.74.232.0/21      # SHARP-NETWORK

# --- ISP: SHARP-VALIDATION | prefixes: 2 | IPv4 addrs: 3,072 | IPv6 addrs: 0 ---
5.157.172.0/22       # SHARP-VALIDATION
77.36.80.0/21        # SHARP-VALIDATION

# --- ISP: Shen Tong Data | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.89.0/24       # Shen Tong Data

# --- ISP: sheng Proxynet | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
104.252.190.0/24     # sheng Proxynet

# --- ISP: Shock Hosting LLC | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
204.11.220.0/22      # Shock Hosting LLC

# --- ISP: SIA BITE Latvija | prefixes: 1 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
91.123.64.0/20       # SIA BITE Latvija

# --- ISP: SIA Singularity Telecom | prefixes: 2 | IPv4 addrs: 3,072 | IPv6 addrs: 0 ---
82.117.88.0/22       # SIA Singularity Telecom
92.51.48.0/21        # SIA Singularity Telecom

# --- ISP: SIHI Scandivavia AB | prefixes: 1 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
80.77.96.0/20        # SIHI Scandivavia AB

# --- ISP: Sim, Dennis | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.115.0/24      # Sim, Dennis

# --- ISP: Simple IT Tech | prefixes: 2 | IPv4 addrs: 1,536 | IPv6 addrs: 0 ---
91.219.18.0/23       # Simple IT Tech
176.96.48.0/22       # Simple IT Tech

# --- ISP: SkillHost | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
147.79.24.0/22       # SkillHost

# --- ISP: Skyway Freight Systems, Inc. | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
198.190.0.0/21       # Skyway Freight Systems, Inc.

# --- ISP: Smart Validation | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
188.74.160.0/21      # Smart Validation

# --- ISP: SMART-VALIDATION | prefixes: 5 | IPv4 addrs: 9,216 | IPv6 addrs: 0 ---
5.157.192.0/22       # SMART-VALIDATION
5.157.220.0/22       # SMART-VALIDATION
77.36.8.0/21         # SMART-VALIDATION
188.74.184.0/22      # SMART-VALIDATION
188.74.192.0/20      # SMART-VALIDATION

# --- ISP: SmartHost LLC | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
139.64.134.0/24      # SmartHost LLC

# --- ISP: SmartHost, LLC | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
160.30.138.0/23      # SmartHost, LLC

# --- ISP: SoHo Internet Solutions | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
93.120.112.0/21      # SoHo Internet Solutions

# --- ISP: Solar Communications GmbH | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
92.39.48.0/21        # Solar Communications GmbH

# --- ISP: South Korea | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.252.109.0/24     # South Korea

# --- ISP: SpaceWorks, Inc. | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
205.142.32.0/22      # SpaceWorks, Inc.

# --- ISP: SparkTech LTD | prefixes: 1 | IPv4 addrs: 16,384 | IPv6 addrs: 0 ---
149.119.128.0/18     # SparkTech LTD

# --- ISP: Spectrum Capital Management | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.88.0/24       # Spectrum Capital Management

# --- ISP: SPEEDYCLOUD | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
23.248.176.0/23      # SPEEDYCLOUD

# --- ISP: Sprint | prefixes: 31 | IPv4 addrs: 8,585,216 | IPv6 addrs: 0 ---
63.160.0.0/12        # Sprint
65.160.0.0/13        # Sprint
65.168.0.0/14        # Sprint
65.172.0.0/15        # Sprint
65.174.0.0/16        # Sprint
66.247.0.0/16        # Sprint
144.223.0.0/16       # Sprint
144.224.0.0/16       # Sprint
144.228.0.0/15       # Sprint
144.232.0.0/16       # Sprint
160.81.0.0/16        # Sprint
198.68.0.0/15        # Sprint
198.70.0.0/16        # Sprint
199.0.0.0/14         # Sprint
204.94.0.0/15        # Sprint
204.96.0.0/15        # Sprint
204.117.0.0/16       # Sprint
204.118.0.0/15       # Sprint
204.180.0.0/14       # Sprint
204.212.0.0/14       # Sprint
204.248.0.0/14       # Sprint
205.160.0.0/14       # Sprint
205.240.0.0/13       # Sprint
206.61.0.0/16        # Sprint
206.104.0.0/14       # Sprint
206.158.0.0/15       # Sprint
206.228.0.0/14       # Sprint
207.12.0.0/14        # Sprint
207.40.0.0/14        # Sprint
208.0.0.0/11         # Sprint
208.32.0.0/14        # Sprint

# --- ISP: Sprintlink Asia Pacific Region | prefixes: 4 | IPv4 addrs: 32,768 | IPv6 addrs: 0 ---
120.138.32.0/19      # Sprintlink Asia Pacific Region
203.98.192.0/19      # Sprintlink Asia Pacific Region
203.222.32.0/19      # Sprintlink Asia Pacific Region
203.222.160.0/19     # Sprintlink Asia Pacific Region

# --- ISP: Sprintlink Denmark ApS | prefixes: 1 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
80.77.64.0/20        # Sprintlink Denmark ApS

# --- ISP: Sprintlink Germany GmbH | prefixes: 2 | IPv4 addrs: 8,192 | IPv6 addrs: 0 ---
217.147.96.0/20      # Sprintlink Germany GmbH
217.151.240.0/20     # Sprintlink Germany GmbH

# --- ISP: Sprintlink UK Ltd | prefixes: 3 | IPv4 addrs: 24,576 | IPv6 addrs: 0 ---
82.195.160.0/19      # Sprintlink UK Ltd
89.191.192.0/19      # Sprintlink UK Ltd
213.206.128.0/19     # Sprintlink UK Ltd

# --- ISP: SqualoMail d.o.o. | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
5.157.72.0/21        # SqualoMail d.o.o.

# --- ISP: SSV IT PROVIDER ONLINE SERVICES LTD | prefixes: 5 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
14.102.226.0/24      # SSV IT PROVIDER ONLINE SERVICES LTD
14.102.232.0/24      # SSV IT PROVIDER ONLINE SERVICES LTD
96.62.96.0/23        # SSV IT PROVIDER ONLINE SERVICES LTD
104.219.170.0/23     # SSV IT PROVIDER ONLINE SERVICES LTD
150.241.200.0/23     # SSV IT PROVIDER ONLINE SERVICES LTD

# --- ISP: STACKS INC | prefixes: 2 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
38.64.104.0/21       # STACKS INC
38.145.136.0/21      # STACKS INC

# --- ISP: steel-axis LLC | prefixes: 12 | IPv4 addrs: 47,104 | IPv6 addrs: 0 ---
45.90.60.0/22        # steel-axis LLC
103.245.40.0/22      # steel-axis LLC
103.252.184.0/22     # steel-axis LLC
158.94.192.0/20      # steel-axis LLC
167.234.96.0/19      # steel-axis LLC
176.117.88.0/21      # steel-axis LLC
180.92.128.0/19      # steel-axis LLC
185.18.104.0/22      # steel-axis LLC
185.64.180.0/22      # steel-axis LLC
206.204.0.0/18       # steel-axis LLC
213.188.68.0/22      # steel-axis LLC
213.188.72.0/21      # steel-axis LLC

# --- ISP: steve loo | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.109.0/24      # steve loo

# --- ISP: Suite no 10, Level 5; C Wing | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
202.38.175.0/24      # Suite no 10, Level 5; C Wing

# --- ISP: SUN Network Limited | prefixes: 1 | IPv4 addrs: 8,192 | IPv6 addrs: 0 ---
58.68.192.0/19       # SUN Network Limited

# --- ISP: SUNUCUHANE Internet Hizmetleri LTD. | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
154.9.208.0/22       # SUNUCUHANE Internet Hizmetleri LTD.

# --- ISP: Super Link Communications Co. Ltd | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
37.34.88.0/21        # Super Link Communications Co. Ltd

# --- ISP: Support.pl sp. z. o. o. | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
185.72.156.0/22      # Support.pl sp. z. o. o.

# --- ISP: Swalox Technologies Private Limited | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
103.175.18.0/23      # Swalox Technologies Private Limited

# --- ISP: Synextra Limited | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
185.196.98.0/23      # Synextra Limited

# --- ISP: SYSECT D.O.O. | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
185.42.163.0/24      # SYSECT D.O.O.

# --- ISP: Sysoev Aleksey Anatolevich | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
62.204.35.0/24       # Sysoev Aleksey Anatolevich
146.19.91.0/24       # Sysoev Aleksey Anatolevich

# --- ISP: Sysoeva Irina Yurevna | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
146.19.78.0/24       # Sysoeva Irina Yurevna

# --- ISP: Taishan Tule Audio | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
104.253.168.0/24     # Taishan Tule Audio

# --- ISP: Tech Gladiator | prefixes: 5 | IPv4 addrs: 4,608 | IPv6 addrs: 0 ---
77.36.68.0/22        # Tech Gladiator
91.239.222.0/23      # Tech Gladiator
93.120.12.0/22       # Tech Gladiator
93.120.120.0/22      # Tech Gladiator
188.191.252.0/22     # Tech Gladiator

# --- ISP: Telcan Inc | prefixes: 3 | IPv4 addrs: 18,432 | IPv6 addrs: 0 ---
38.23.64.0/19        # Telcan Inc
38.102.104.0/21      # Telcan Inc
38.240.192.0/19      # Telcan Inc

# --- ISP: Telecom & Internet Service Provider (ISP) | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
115.167.7.0/24       # Telecom & Internet Service Provider (ISP)
115.167.51.0/24      # Telecom & Internet Service Provider (ISP)

# --- ISP: TenaMax | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.101.0/24      # TenaMax

# --- ISP: TerraTransit AG | prefixes: 6 | IPv4 addrs: 6,144 | IPv6 addrs: 0 ---
5.181.204.0/22       # TerraTransit AG
45.82.20.0/22        # TerraTransit AG
45.86.128.0/22       # TerraTransit AG
45.134.68.0/22       # TerraTransit AG
45.157.80.0/22       # TerraTransit AG
45.157.184.0/22      # TerraTransit AG

# --- ISP: The Internet Access Company | prefixes: 2 | IPv4 addrs: 98,304 | IPv6 addrs: 0 ---
206.119.0.0/16       # The Internet Access Company
209.61.0.0/17        # The Internet Access Company

# --- ISP: Think Huge New York | prefixes: 3 | IPv4 addrs: 3,072 | IPv6 addrs: 0 ---
64.43.68.0/22        # Think Huge New York
77.36.48.0/22        # Think Huge New York
188.119.184.0/22     # Think Huge New York

# --- ISP: Think Huge Zurich | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
188.74.248.0/21      # Think Huge Zurich

# --- ISP: ThinkHuge | prefixes: 3 | IPv4 addrs: 6,144 | IPv6 addrs: 0 ---
38.57.40.0/21        # ThinkHuge
38.89.72.0/21        # ThinkHuge
38.89.80.0/21        # ThinkHuge

# --- ISP: Thomas C, Kiran | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.91.0/24       # Thomas C, Kiran

# --- ISP: THOMAS FAMILY INVESTMENTS LIMITED | prefixes: 3 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
62.216.72.0/22       # THOMAS FAMILY INVESTMENTS LIMITED
62.216.80.0/21       # THOMAS FAMILY INVESTMENTS LIMITED
62.216.88.0/22       # THOMAS FAMILY INVESTMENTS LIMITED

# --- ISP: TIGER ROAR TECHNOLOGY PTE LTD | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
156.226.0.0/23       # TIGER ROAR TECHNOLOGY PTE LTD

# --- ISP: TNGNET B.V. | prefixes: 9 | IPv4 addrs: 10,240 | IPv6 addrs: 0 ---
140.233.160.0/22     # TNGNET B.V.
149.12.248.0/21      # TNGNET B.V.
149.36.172.0/22      # TNGNET B.V.
154.3.72.0/22        # TNGNET B.V.
154.3.228.0/22       # TNGNET B.V.
154.12.168.0/22      # TNGNET B.V.
154.46.132.0/22      # TNGNET B.V.
154.51.16.0/22       # TNGNET B.V.
154.51.24.0/22       # TNGNET B.V.

# --- ISP: tokhost servios de internet br ltda | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.70.0/24       # tokhost servios de internet br ltda

# --- ISP: Total server solutions | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
172.98.69.0/24       # Total server solutions

# --- ISP: Trade Commodity Firm Ltd | prefixes: 1 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
31.134.0.0/20        # Trade Commodity Firm Ltd

# --- ISP: trafficforce, UAB | prefixes: 4 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
43.230.56.0/22       # trafficforce, UAB
45.251.60.0/22       # trafficforce, UAB
103.47.52.0/22       # trafficforce, UAB
103.49.84.0/22       # trafficforce, UAB

# --- ISP: TrafficTransitSolution LLC | prefixes: 28 | IPv4 addrs: 18,432 | IPv6 addrs: 0 ---
5.183.252.0/24       # TrafficTransitSolution LLC
45.10.164.0/22       # TrafficTransitSolution LLC
45.132.184.0/24      # TrafficTransitSolution LLC
45.135.1.0/24        # TrafficTransitSolution LLC
45.135.2.0/23        # TrafficTransitSolution LLC
45.138.100.0/24      # TrafficTransitSolution LLC
45.148.124.0/24      # TrafficTransitSolution LLC
83.171.225.0/24      # TrafficTransitSolution LLC
85.239.42.0/23       # TrafficTransitSolution LLC
91.132.198.0/24      # TrafficTransitSolution LLC
141.98.84.0/24       # TrafficTransitSolution LLC
147.78.180.0/22      # TrafficTransitSolution LLC
185.61.217.0/24      # TrafficTransitSolution LLC
185.61.218.0/23      # TrafficTransitSolution LLC
185.61.221.0/24      # TrafficTransitSolution LLC
185.61.222.0/23      # TrafficTransitSolution LLC
185.77.220.0/22      # TrafficTransitSolution LLC
185.88.100.0/24      # TrafficTransitSolution LLC
193.233.82.0/23      # TrafficTransitSolution LLC
193.233.128.0/22     # TrafficTransitSolution LLC
193.233.136.0/21     # TrafficTransitSolution LLC
193.233.208.0/22     # TrafficTransitSolution LLC
193.233.216.0/21     # TrafficTransitSolution LLC
193.233.228.0/22     # TrafficTransitSolution LLC
194.104.8.0/23       # TrafficTransitSolution LLC
194.104.11.0/24      # TrafficTransitSolution LLC
213.108.0.0/22       # TrafficTransitSolution LLC
217.145.224.0/22     # TrafficTransitSolution LLC

# --- ISP: Translations Beijing Services | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
104.253.153.0/24     # Translations Beijing Services

# --- ISP: Trustbanq | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
23.234.64.0/24       # Trustbanq
23.234.103.0/24      # Trustbanq

# --- ISP: truview LLC | prefixes: 14 | IPv4 addrs: 23,040 | IPv6 addrs: 0 ---
31.42.112.0/22       # truview LLC
45.78.80.0/22        # truview LLC
45.138.232.0/22      # truview LLC
45.142.96.0/22       # truview LLC
45.149.148.0/22      # truview LLC
58.97.128.0/21       # truview LLC
83.229.76.0/22       # truview LLC
85.89.192.0/19       # truview LLC
103.63.224.0/22      # truview LLC
104.167.22.0/23      # truview LLC
138.124.144.0/22     # truview LLC
176.117.84.0/22      # truview LLC
202.81.208.0/21      # truview LLC
202.81.216.0/22      # truview LLC

# --- ISP: Turkcell Iletisim Hizmetleri A.S | prefixes: 3 | IPv4 addrs: 6,144 | IPv6 addrs: 0 ---
150.241.136.0/21     # Turkcell Iletisim Hizmetleri A.S
151.243.176.0/21     # Turkcell Iletisim Hizmetleri A.S
151.243.192.0/21     # Turkcell Iletisim Hizmetleri A.S

# --- ISP: Turknet Iletisim Hizmetleri A.S | prefixes: 1 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
72.244.64.0/20       # Turknet Iletisim Hizmetleri A.S

# --- ISP: TZULO | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
173.249.192.0/24     # TZULO
198.44.137.0/24      # TZULO

# --- ISP: tzulo, inc. | prefixes: 30 | IPv4 addrs: 78,592 | IPv6 addrs: 0 ---
23.234.119.0/24      # tzulo, inc.
23.255.0.0/17        # tzulo, inc.
68.235.32.0/23       # tzulo, inc.
68.235.35.0/24       # tzulo, inc.
68.235.36.0/22       # tzulo, inc.
68.235.40.0/22       # tzulo, inc.
68.235.44.0/23       # tzulo, inc.
68.235.46.0/24       # tzulo, inc.
68.235.48.0/24       # tzulo, inc.
68.235.50.0/24       # tzulo, inc.
68.235.52.0/24       # tzulo, inc.
68.235.56.0/23       # tzulo, inc.
68.235.60.0/22       # tzulo, inc.
173.249.193.0/24     # tzulo, inc.
173.249.194.0/23     # tzulo, inc.
173.249.200.0/21     # tzulo, inc.
173.249.208.0/23     # tzulo, inc.
173.249.210.0/24     # tzulo, inc.
173.249.212.0/24     # tzulo, inc.
173.249.214.0/23     # tzulo, inc.
173.249.217.0/24     # tzulo, inc.
173.249.219.0/24     # tzulo, inc.
173.253.0.0/17       # tzulo, inc.
